 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | ttZp2500 |
 | gamma_stat_CR1bminus_nJets_bin_4 | 0.010881 / -0.0104531 | 0.00611932 / -0.00587867 | 0.00493939 / -0.00474515 | 0.00448429 / -0.00430795 | 0.00292296 / -0.00280801 | 0.00170528 / -0.00163822 | 0.00470991 / -0.00452469 | 0.000493441 / -0.000474037 | 0.00395337 / -0.0037979 | 0.00373952 / -0.00359247 | 0.00354772 / -0.00340821 | 0.00381747 / -0.00366735 | 0.00280878 / -0.00269833 | 0.0036735 / -0.00352904 | 1.77714e-08 / -1.70726e-08 | 0.00168311 / -0.00161692 | 0.00114089 / -0.00109603 | 0.00168774 / -0.00162137 | 2.03718e-07 / -1.95707e-07 | 2.78487e-09 / -2.67535e-09 | 2.78864e-09 / -2.67897e-09 | 3.9089e-09 / -3.75519e-09 | 7.23133e-09 / -6.94695e-09 | 0.0614613 / -0.0590443 | 4.98798e-08 / -4.79183e-08 | 1.2064e-07 / -1.15896e-07 | 0.00927972 / -0.0089148 |
 | gamma_stat_CR1bminus_nJets_bin_5 | 0.00953972 / -0.00871876 | 0.0055409 / -0.00506407 | 0.00396994 / -0.0036283 | 0.00414687 / -0.00379 | 0.00204077 / -0.00186515 | 0.00169404 / -0.00154826 | 0.00423608 / -0.00387154 | 0.00117569 / -0.00107452 | 0.0022369 / -0.0020444 | 0.00579965 / -0.00530056 | 0.0023104 / -0.00211157 | 0.00274777 / -0.0025113 | 0.00218113 / -0.00199343 | 0.00103309 / -0.000944183 | 3.91916e-08 / -3.58189e-08 | 0.0017293 / -0.00158048 | 0.000835301 / -0.000763418 | 0.00114759 / -0.00104883 | 4.49263e-07 / -4.10601e-07 | 6.14151e-09 / -5.613e-09 | 6.14983e-09 / -5.62059e-09 | 8.62037e-09 / -7.87853e-09 | 1.59474e-08 / -1.4575e-08 | 3.74551e-08 / -3.42318e-08 | 0.140436 / -0.12835 | 2.66049e-07 / -2.43154e-07 | 0.0114491 / -0.0104638 |
 | gamma_stat_CR1bminus_nJets_bin_6 | 0.0143463 / -0.0118376 | 0.00601253 / -0.00496113 | 0.00619779 / -0.00511399 | 0.00408465 / -0.00337037 | 0.00234094 / -0.00193158 | 0.00509316 / -0.00420253 | 0.00463399 / -0.00382365 | 0.000761681 / -0.000628487 | 0.000915149 / -0.000755118 | 0.00503224 / -0.00415226 | 0.00152067 / -0.00125475 | 0.00146419 / -0.00120815 | 0.000531628 / -0.000438663 | 0.00122766 / -0.00101298 | 8.53564e-08 / -7.04303e-08 | 0.00247501 / -0.00204221 | 0.000807222 / -0.000666064 | 0.00136974 / -0.00113021 | 9.78462e-07 / -8.0736e-07 | 1.33758e-08 / -1.10368e-08 | 1.33939e-08 / -1.10517e-08 | 1.87745e-08 / -1.54915e-08 | 3.47322e-08 / -2.86586e-08 | 8.15743e-08 / -6.73096e-08 | 2.39574e-07 / -1.9768e-07 | 0.309419 / -0.255311 | 0.0228773 / -0.0188768 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.318853 / -0.286911 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.210024 / -0.191954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.32473 / -0.308351 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.155152 / -0.14794 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{-}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.2332 / -0.228398 | 0.2332 / -0.228398 | 0.2332 / -0.228398 | 0.2332 / -0.228398 | 0.2332 / -0.228398 | 0.2332 / -0.228398 | 0.2332 / -0.228398 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.131801 / -0.1333 | 0.334417 / -0.290223 | 0.605705 / -0.436163 | 0.955892 / -0.560528 | 1.40192 / -0.661887 | 2.35591 / -0.772774 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298703 / -0.286765 | 0.562158 / -0.42567 | 0.802077 / -0.510351 | 1.02475 / -0.568436 | 1.23404 / -0.611261 | 1.52888 / -0.657506 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.595399 / -0.574215 |
