 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | ttZp1500 |
 | gamma_stat_CR1bminus_nJets_bin_4 | 0.010846 / -0.0104228 | 0.00608313 / -0.00584578 | 0.00491025 / -0.00471866 | 0.00445791 / -0.00428397 | 0.00290682 / -0.00279341 | 0.00169532 / -0.00162917 | 0.00468225 / -0.00449956 | 0.000490564 / -0.000471423 | 0.00393021 / -0.00377687 | 0.00371745 / -0.0035724 | 0.00352696 / -0.00338935 | 0.00379512 / -0.00364705 | 0.00279237 / -0.00268341 | 0.00365206 / -0.00350957 | 1.7668e-08 / -1.69786e-08 | 0.00167326 / -0.00160797 | 0.00113366 / -0.00108943 | 0.00167789 / -0.00161242 | 2.02532e-07 / -1.9463e-07 | 2.76866e-09 / -2.66063e-09 | 2.77236e-09 / -2.66419e-09 | 3.88642e-09 / -3.73478e-09 | 7.18909e-09 / -6.90859e-09 | 0.0610914 / -0.0587078 | 4.95397e-08 / -4.76067e-08 | 1.19662e-07 / -1.14993e-07 | 0.00875983 / -0.00841805 |
 | gamma_stat_CR1bminus_nJets_bin_5 | 0.00947374 / -0.00867301 | 0.00547974 / -0.00501658 | 0.00392617 / -0.00359432 | 0.00410122 / -0.00375458 | 0.00201918 / -0.00184852 | 0.0016755 / -0.00153389 | 0.00418946 / -0.00383536 | 0.00116281 / -0.00106453 | 0.00221233 / -0.00202534 | 0.00573569 / -0.0052509 | 0.00228504 / -0.0020919 | 0.0027176 / -0.0024879 | 0.0021572 / -0.00197487 | 0.00102176 / -0.000935402 | 3.87627e-08 / -3.54864e-08 | 0.00171032 / -0.00156576 | 0.000825729 / -0.000755938 | 0.00113501 / -0.00103908 | 4.44346e-07 / -4.06789e-07 | 6.07429e-09 / -5.56088e-09 | 6.08242e-09 / -5.56833e-09 | 8.52661e-09 / -7.80593e-09 | 1.57725e-08 / -1.44394e-08 | 3.70377e-08 / -3.39072e-08 | 0.138759 / -0.127031 | 2.62533e-07 / -2.40343e-07 | 0.0128057 / -0.0117233 |
 | gamma_stat_CR1bminus_nJets_bin_6 | 0.014059 / -0.0116617 | 0.00586569 / -0.00486552 | 0.00604651 / -0.00501551 | 0.00398501 / -0.00330552 | 0.00228494 / -0.00189533 | 0.00496876 / -0.00412153 | 0.00452089 / -0.00375002 | 0.000743141 / -0.000616426 | 0.000892849 / -0.000740608 | 0.00490939 / -0.00407228 | 0.00148362 / -0.00123065 | 0.00142852 / -0.00118494 | 0.00051868 / -0.000430239 | 0.00119777 / -0.000993534 | 8.32796e-08 / -6.90795e-08 | 0.00241472 / -0.00200298 | 0.000787172 / -0.00065295 | 0.00133639 / -0.00110852 | 9.54654e-07 / -7.91874e-07 | 1.30503e-08 / -1.08251e-08 | 1.30678e-08 / -1.08396e-08 | 1.8319e-08 / -1.51954e-08 | 3.38864e-08 / -2.81084e-08 | 7.95737e-08 / -6.60054e-08 | 2.3351e-07 / -1.93693e-07 | 0.301197 / -0.249839 | 0.0264709 / -0.0219573 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.318782 / -0.286835 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.210117 / -0.191886 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.325001 / -0.308278 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.155186 / -0.147904 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{-}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.232752 / -0.228408 | 0.232752 / -0.228408 | 0.232752 / -0.228408 | 0.232752 / -0.228408 | 0.232752 / -0.228408 | 0.232752 / -0.228408 | 0.232752 / -0.228408 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.131332 / -0.132791 | 0.333366 / -0.289379 | 0.603925 / -0.435176 | 0.953179 / -0.559533 | 1.398 / -0.660959 | 2.34881 / -0.771979 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297929 / -0.286024 | 0.560833 / -0.424866 | 0.800324 / -0.509587 | 1.02265 / -0.56773 | 1.23164 / -0.61061 | 1.52601 / -0.65691 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.603625 / -0.585837 |
